date,product_id,product_name,category,order_category,units_sold,price,revenue,stock_level,promotion,day_of_week,month,quarter,year
2024-04-05,PROD_0021,Product 0021,Food,Food,224,213.27,47771.76,242,0,Friday,4,2,2024
2024-04-06,PROD_0021,Product 0021,Food,Food,194,462.81,89786.09,625,0,Saturday,4,2,2024
2024-04-07,PROD_0021,Product 0021,Food,Food,238,54.69,13015.63,953,0,Sunday,4,2,2024
2024-04-08,PROD_0021,Product 0021,Food,Food,237,58.6,13887.3,175,0,Monday,4,2,2024
2024-04-09,PROD_0021,Product 0021,Food,Food,292,335.77,98045.31,478,0,Tuesday,4,2,2024
2024-04-10,PROD_0021,Product 0021,Food,Food,153,201.32,30801.45,488,0,Wednesday,4,2,2024
2024-04-11,PROD_0021,Product 0021,Food,Food,237,536.26,127094.42,334,1,Thursday,4,2,2024
2024-04-12,PROD_0021,Product 0021,Food,Food,143,193.49,27668.58,62,0,Friday,4,2,2024
2024-04-13,PROD_0021,Product 0021,Food,Food,205,281.16,57638.28,103,0,Saturday,4,2,2024
2024-04-14,PROD_0021,Product 0021,Food,Food,234,470.9,110190.73,555,0,Sunday,4,2,2024
2024-04-15,PROD_0021,Product 0021,Food,Food,126,156.25,19687.68,764,0,Monday,4,2,2024
2024-04-16,PROD_0021,Product 0021,Food,Food,210,275.02,57755.05,456,0,Tuesday,4,2,2024
2024-04-17,PROD_0021,Product 0021,Food,Food,224,418.01,93634.38,853,0,Wednesday,4,2,2024
2024-04-18,PROD_0021,Product 0021,Food,Food,225,388.61,87436.45,670,0,Thursday,4,2,2024
2024-04-19,PROD_0021,Product 0021,Food,Food,224,394.8,88434.66,599,0,Friday,4,2,2024
2024-04-20,PROD_0021,Product 0021,Food,Food,221,426.97,94359.35,182,0,Saturday,4,2,2024
2024-04-21,PROD_0021,Product 0021,Food,Food,282,184.38,51994.93,765,0,Sunday,4,2,2024
2024-04-22,PROD_0021,Product 0021,Food,Food,132,477.64,63048.14,392,0,Monday,4,2,2024
2024-04-23,PROD_0021,Product 0021,Food,Food,242,512.69,124070.79,188,1,Tuesday,4,2,2024
2024-04-24,PROD_0021,Product 0021,Food,Food,270,256.72,69314.94,272,0,Wednesday,4,2,2024
2024-04-25,PROD_0021,Product 0021,Food,Food,275,135.76,37334.61,337,0,Thursday,4,2,2024
2024-04-26,PROD_0021,Product 0021,Food,Food,245,415.44,101782.39,916,0,Friday,4,2,2024
2024-04-27,PROD_0021,Product 0021,Food,Food,214,393.12,84128.57,170,0,Saturday,4,2,2024
2024-04-28,PROD_0021,Product 0021,Food,Food,238,395.31,94084.18,275,0,Sunday,4,2,2024
2024-04-29,PROD_0021,Product 0021,Food,Food,271,206.1,55853.33,634,0,Monday,4,2,2024
2024-04-30,PROD_0021,Product 0021,Food,Food,142,453.71,64426.49,247,0,Tuesday,4,2,2024
2024-05-01,PROD_0021,Product 0021,Food,Food,139,30.0,4170.43,192,0,Wednesday,5,2,2024
2024-05-02,PROD_0021,Product 0021,Food,Food,72,488.71,35187.04,460,0,Thursday,5,2,2024
2024-05-03,PROD_0021,Product 0021,Food,Food,166,344.35,57162.39,821,0,Friday,5,2,2024
2024-05-04,PROD_0021,Product 0021,Food,Food,354,300.52,106383.43,148,0,Saturday,5,2,2024
2024-05-05,PROD_0021,Product 0021,Food,Food,206,266.31,54859.08,595,0,Sunday,5,2,2024
2024-05-06,PROD_0021,Product 0021,Food,Food,175,189.49,33160.97,764,0,Monday,5,2,2024
2024-05-07,PROD_0021,Product 0021,Food,Food,243,10.35,2515.69,379,0,Tuesday,5,2,2024
2024-05-08,PROD_0021,Product 0021,Food,Food,163,165.47,26972.42,336,0,Wednesday,5,2,2024
2024-05-09,PROD_0021,Product 0021,Food,Food,175,92.61,16206.83,87,0,Thursday,5,2,2024
2024-05-10,PROD_0021,Product 0021,Food,Food,171,440.87,75389.17,346,1,Friday,5,2,2024
2024-05-11,PROD_0021,Product 0021,Food,Food,244,395.84,96584.65,900,0,Saturday,5,2,2024
2024-05-12,PROD_0021,Product 0021,Food,Food,252,270.03,68048.72,194,0,Sunday,5,2,2024
2024-05-13,PROD_0021,Product 0021,Food,Food,190,290.73,55238.58,813,0,Monday,5,2,2024
2024-05-14,PROD_0021,Product 0021,Food,Food,151,489.69,73943.25,294,0,Tuesday,5,2,2024
2024-05-15,PROD_0021,Product 0021,Food,Food,207,111.75,23132.12,536,0,Wednesday,5,2,2024
2024-05-16,PROD_0021,Product 0021,Food,Food,166,18.48,3067.5,409,0,Thursday,5,2,2024
2024-05-17,PROD_0021,Product 0021,Food,Food,126,441.27,55599.84,654,0,Friday,5,2,2024
2024-05-18,PROD_0021,Product 0021,Food,Food,193,57.57,11111.22,350,0,Saturday,5,2,2024
2024-05-19,PROD_0021,Product 0021,Food,Food,152,69.96,10633.95,390,0,Sunday,5,2,2024
2024-05-20,PROD_0021,Product 0021,Food,Food,135,377.93,51020.61,117,0,Monday,5,2,2024
2024-05-21,PROD_0021,Product 0021,Food,Food,167,492.5,82247.19,471,0,Tuesday,5,2,2024
2024-05-22,PROD_0021,Product 0021,Food,Food,234,241.45,56500.34,638,0,Wednesday,5,2,2024
2024-05-23,PROD_0021,Product 0021,Food,Food,120,193.34,23200.23,266,0,Thursday,5,2,2024
2024-05-24,PROD_0021,Product 0021,Food,Food,188,80.19,15075.66,803,0,Friday,5,2,2024
2024-05-25,PROD_0021,Product 0021,Food,Food,294,136.73,40199.55,690,0,Saturday,5,2,2024
2024-05-26,PROD_0021,Product 0021,Food,Food,179,317.03,56748.74,363,0,Sunday,5,2,2024
2024-05-27,PROD_0021,Product 0021,Food,Food,226,266.7,60273.88,234,0,Monday,5,2,2024
2024-05-28,PROD_0021,Product 0021,Food,Food,182,280.45,51042.71,660,0,Tuesday,5,2,2024
2024-05-29,PROD_0021,Product 0021,Food,Food,102,344.93,35182.6,147,0,Wednesday,5,2,2024
2024-05-30,PROD_0021,Product 0021,Food,Food,225,169.42,38119.87,242,0,Thursday,5,2,2024
2024-05-31,PROD_0021,Product 0021,Food,Food,144,417.35,60098.56,275,1,Friday,5,2,2024
2024-06-01,PROD_0021,Product 0021,Food,Food,76,398.29,30269.98,567,0,Saturday,6,2,2024
2024-06-02,PROD_0021,Product 0021,Food,Food,129,416.13,53680.53,354,0,Sunday,6,2,2024
2024-06-03,PROD_0021,Product 0021,Food,Food,143,71.86,10275.7,171,0,Monday,6,2,2024
2024-06-04,PROD_0021,Product 0021,Food,Food,107,423.62,45326.9,498,0,Tuesday,6,2,2024
2024-06-05,PROD_0021,Product 0021,Food,Food,143,151.43,21655.03,155,0,Wednesday,6,2,2024
2024-06-06,PROD_0021,Product 0021,Food,Food,115,391.0,44965.41,784,0,Thursday,6,2,2024
2024-06-07,PROD_0021,Product 0021,Food,Food,109,385.79,42051.18,158,0,Friday,6,2,2024
2024-06-08,PROD_0021,Product 0021,Food,Food,91,13.66,1243.28,43,0,Saturday,6,2,2024
2024-06-09,PROD_0021,Product 0021,Food,Food,143,252.39,36092.44,929,0,Sunday,6,2,2024
2024-06-10,PROD_0021,Product 0021,Food,Food,149,304.53,45375.69,889,0,Monday,6,2,2024
2024-06-11,PROD_0021,Product 0021,Food,Food,105,102.83,10797.18,431,0,Tuesday,6,2,2024
2024-06-12,PROD_0021,Product 0021,Food,Food,52,211.58,11001.92,144,0,Wednesday,6,2,2024
2024-06-13,PROD_0021,Product 0021,Food,Food,88,472.04,41539.89,199,0,Thursday,6,2,2024
2024-06-14,PROD_0021,Product 0021,Food,Food,111,194.79,21621.2,834,0,Friday,6,2,2024
2024-06-15,PROD_0021,Product 0021,Food,Food,150,282.66,42399.06,101,0,Saturday,6,2,2024
2024-06-16,PROD_0021,Product 0021,Food,Food,130,77.99,10138.06,890,0,Sunday,6,2,2024
2024-06-17,PROD_0021,Product 0021,Food,Food,116,227.14,26347.79,108,0,Monday,6,2,2024
2024-06-18,PROD_0021,Product 0021,Food,Food,119,423.79,50430.95,511,0,Tuesday,6,2,2024
2024-06-19,PROD_0021,Product 0021,Food,Food,148,194.4,28770.63,200,0,Wednesday,6,2,2024
2024-06-20,PROD_0021,Product 0021,Food,Food,141,200.87,28323.18,369,0,Thursday,6,2,2024
2024-06-21,PROD_0021,Product 0021,Food,Food,104,179.6,18678.89,239,1,Friday,6,2,2024
2024-06-22,PROD_0021,Product 0021,Food,Food,143,494.69,70741.32,688,0,Saturday,6,2,2024
2024-06-23,PROD_0021,Product 0021,Food,Food,178,416.46,74129.24,913,0,Sunday,6,2,2024
2024-06-24,PROD_0021,Product 0021,Food,Food,74,295.44,21862.64,437,1,Monday,6,2,2024
2024-06-25,PROD_0021,Product 0021,Food,Food,140,373.84,52338.0,949,0,Tuesday,6,2,2024
2024-06-26,PROD_0021,Product 0021,Food,Food,116,311.12,36090.19,369,0,Wednesday,6,2,2024
2024-06-27,PROD_0021,Product 0021,Food,Food,101,265.42,26807.32,823,0,Thursday,6,2,2024
2024-06-28,PROD_0021,Product 0021,Food,Food,100,503.88,50387.7,288,0,Friday,6,2,2024
2024-06-29,PROD_0021,Product 0021,Food,Food,130,149.99,19498.3,537,0,Saturday,6,2,2024
2024-06-30,PROD_0021,Product 0021,Food,Food,81,544.63,44114.91,160,0,Sunday,6,2,2024
2024-07-01,PROD_0021,Product 0021,Food,Food,37,209.2,7740.22,793,0,Monday,7,3,2024
2024-07-02,PROD_0021,Product 0021,Food,Food,66,19.33,1276.02,838,0,Tuesday,7,3,2024
2024-07-03,PROD_0021,Product 0021,Food,Food,93,337.15,31355.29,176,0,Wednesday,7,3,2024
2024-07-04,PROD_0021,Product 0021,Food,Food,66,437.16,28852.5,516,0,Thursday,7,3,2024
2024-07-05,PROD_0021,Product 0021,Food,Food,56,28.58,1600.43,193,0,Friday,7,3,2024
2024-07-06,PROD_0021,Product 0021,Food,Food,119,168.77,20084.15,818,0,Saturday,7,3,2024
2024-07-07,PROD_0021,Product 0021,Food,Food,94,49.73,4674.36,693,0,Sunday,7,3,2024
2024-07-08,PROD_0021,Product 0021,Food,Food,93,366.73,34105.5,971,0,Monday,7,3,2024
2024-07-09,PROD_0021,Product 0021,Food,Food,80,272.43,21794.26,381,0,Tuesday,7,3,2024
2024-07-10,PROD_0021,Product 0021,Food,Food,85,408.38,34712.18,674,1,Wednesday,7,3,2024
2024-07-11,PROD_0021,Product 0021,Food,Food,58,64.9,3764.44,222,0,Thursday,7,3,2024
2024-07-12,PROD_0021,Product 0021,Food,Food,69,77.14,5322.52,757,0,Friday,7,3,2024
2024-07-13,PROD_0021,Product 0021,Food,Food,92,296.3,27259.16,396,0,Saturday,7,3,2024
2024-07-14,PROD_0021,Product 0021,Food,Food,76,473.72,36002.64,867,0,Sunday,7,3,2024
2024-07-15,PROD_0021,Product 0021,Food,Food,40,354.79,14191.8,798,0,Monday,7,3,2024
2024-07-16,PROD_0021,Product 0021,Food,Food,95,332.04,31543.6,758,0,Tuesday,7,3,2024
2024-07-17,PROD_0021,Product 0021,Food,Food,100,345.7,34570.45,809,0,Wednesday,7,3,2024
2024-07-18,PROD_0021,Product 0021,Food,Food,75,459.94,34495.34,372,0,Thursday,7,3,2024
2024-07-19,PROD_0021,Product 0021,Food,Food,88,61.04,5371.77,207,1,Friday,7,3,2024
2024-07-20,PROD_0021,Product 0021,Food,Food,99,336.07,33271.24,149,1,Saturday,7,3,2024
2024-07-21,PROD_0021,Product 0021,Food,Food,103,271.71,27986.59,611,0,Sunday,7,3,2024
2024-07-22,PROD_0021,Product 0021,Food,Food,62,181.43,11248.67,679,0,Monday,7,3,2024
2024-07-23,PROD_0021,Product 0021,Food,Food,77,163.33,12576.24,979,0,Tuesday,7,3,2024
2024-07-24,PROD_0021,Product 0021,Food,Food,87,389.48,33884.98,733,0,Wednesday,7,3,2024
2024-07-25,PROD_0021,Product 0021,Food,Food,54,416.6,22496.64,126,0,Thursday,7,3,2024
2024-07-26,PROD_0021,Product 0021,Food,Food,55,168.4,9261.86,861,0,Friday,7,3,2024
2024-07-27,PROD_0021,Product 0021,Food,Food,98,486.89,47715.12,343,0,Saturday,7,3,2024
2024-07-28,PROD_0021,Product 0021,Food,Food,79,291.79,23051.57,101,0,Sunday,7,3,2024
2024-07-29,PROD_0021,Product 0021,Food,Food,49,87.81,4302.61,189,0,Monday,7,3,2024
2024-07-30,PROD_0021,Product 0021,Food,Food,55,131.42,7228.06,841,0,Tuesday,7,3,2024
2024-07-31,PROD_0021,Product 0021,Food,Food,96,325.36,31234.61,408,0,Wednesday,7,3,2024
2024-08-01,PROD_0021,Product 0021,Food,Food,34,320.17,10885.65,285,0,Thursday,8,3,2024
2024-08-02,PROD_0021,Product 0021,Food,Food,45,318.21,14319.4,855,1,Friday,8,3,2024
2024-08-03,PROD_0021,Product 0021,Food,Food,52,512.73,26661.88,422,0,Saturday,8,3,2024
2024-08-04,PROD_0021,Product 0021,Food,Food,30,167.97,5039.05,945,0,Sunday,8,3,2024
2024-08-05,PROD_0021,Product 0021,Food,Food,33,307.33,10141.97,142,0,Monday,8,3,2024
2024-08-06,PROD_0021,Product 0021,Food,Food,40,357.38,14295.11,163,0,Tuesday,8,3,2024
2024-08-07,PROD_0021,Product 0021,Food,Food,29,62.56,1814.3,914,0,Wednesday,8,3,2024
2024-08-08,PROD_0021,Product 0021,Food,Food,35,156.19,5466.67,112,0,Thursday,8,3,2024
2024-08-09,PROD_0021,Product 0021,Food,Food,47,50.23,2360.65,115,0,Friday,8,3,2024
2024-08-10,PROD_0021,Product 0021,Food,Food,48,147.58,7084.07,193,1,Saturday,8,3,2024
2024-08-11,PROD_0021,Product 0021,Food,Food,33,204.24,6739.92,918,0,Sunday,8,3,2024
2024-08-12,PROD_0021,Product 0021,Food,Food,26,187.7,4880.15,562,0,Monday,8,3,2024
2024-08-13,PROD_0021,Product 0021,Food,Food,41,148.23,6077.25,22,0,Tuesday,8,3,2024
2024-08-14,PROD_0021,Product 0021,Food,Food,38,109.43,4158.16,866,0,Wednesday,8,3,2024
2024-08-15,PROD_0021,Product 0021,Food,Food,22,413.29,9092.43,491,0,Thursday,8,3,2024
2024-08-16,PROD_0021,Product 0021,Food,Food,38,350.47,13317.92,78,1,Friday,8,3,2024
2024-08-17,PROD_0021,Product 0021,Food,Food,34,312.99,10641.68,821,0,Saturday,8,3,2024
2024-08-18,PROD_0021,Product 0021,Food,Food,45,347.68,15645.8,874,0,Sunday,8,3,2024
2024-08-19,PROD_0021,Product 0021,Food,Food,35,263.83,9233.91,310,0,Monday,8,3,2024
2024-08-20,PROD_0021,Product 0021,Food,Food,45,94.51,4253.17,998,0,Tuesday,8,3,2024
2024-08-21,PROD_0021,Product 0021,Food,Food,37,162.73,6021.01,633,0,Wednesday,8,3,2024
2024-08-22,PROD_0021,Product 0021,Food,Food,44,161.21,7093.21,342,0,Thursday,8,3,2024
2024-08-23,PROD_0021,Product 0021,Food,Food,43,105.53,4537.74,468,0,Friday,8,3,2024
2024-08-24,PROD_0021,Product 0021,Food,Food,44,29.19,1284.4,655,0,Saturday,8,3,2024
2024-08-25,PROD_0021,Product 0021,Food,Food,39,81.49,3178.16,579,0,Sunday,8,3,2024
2024-08-26,PROD_0021,Product 0021,Food,Food,21,435.49,9145.29,407,0,Monday,8,3,2024
2024-08-27,PROD_0021,Product 0021,Food,Food,47,401.04,18848.8,185,0,Tuesday,8,3,2024
2024-08-28,PROD_0021,Product 0021,Food,Food,23,97.92,2252.06,405,0,Wednesday,8,3,2024
2024-08-29,PROD_0021,Product 0021,Food,Food,28,432.63,12113.78,969,0,Thursday,8,3,2024
2024-08-30,PROD_0021,Product 0021,Food,Food,37,210.27,7779.88,866,0,Friday,8,3,2024
2024-08-31,PROD_0021,Product 0021,Food,Food,34,10.46,355.65,132,0,Saturday,8,3,2024
2024-09-01,PROD_0021,Product 0021,Food,Food,44,177.19,7796.47,398,0,Sunday,9,3,2024
2024-09-02,PROD_0021,Product 0021,Food,Food,32,274.79,8793.15,853,1,Monday,9,3,2024
2024-09-03,PROD_0021,Product 0021,Food,Food,17,41.09,698.52,320,0,Tuesday,9,3,2024
2024-09-04,PROD_0021,Product 0021,Food,Food,20,110.71,2214.17,730,0,Wednesday,9,3,2024
2024-09-05,PROD_0021,Product 0021,Food,Food,21,409.42,8597.81,410,0,Thursday,9,3,2024
2024-09-06,PROD_0021,Product 0021,Food,Food,36,437.13,15736.77,985,0,Friday,9,3,2024
2024-09-07,PROD_0021,Product 0021,Food,Food,17,170.62,2900.48,787,0,Saturday,9,3,2024
2024-09-08,PROD_0021,Product 0021,Food,Food,35,43.35,1517.09,14,0,Sunday,9,3,2024
2024-09-09,PROD_0021,Product 0021,Food,Food,22,379.05,8339.16,268,0,Monday,9,3,2024
2024-09-10,PROD_0021,Product 0021,Food,Food,29,461.55,13385.09,413,0,Tuesday,9,3,2024
2024-09-11,PROD_0021,Product 0021,Food,Food,21,457.88,9615.49,117,0,Wednesday,9,3,2024
2024-09-12,PROD_0021,Product 0021,Food,Food,24,33.94,814.64,913,0,Thursday,9,3,2024
2024-09-13,PROD_0021,Product 0021,Food,Food,6,35.01,210.07,2,0,Friday,9,3,2024
2024-09-14,PROD_0021,Product 0021,Food,Food,37,332.29,12294.62,831,0,Saturday,9,3,2024
2024-09-15,PROD_0021,Product 0021,Food,Food,39,369.94,14427.61,633,0,Sunday,9,3,2024
2024-09-16,PROD_0021,Product 0021,Food,Food,31,441.6,13689.57,896,0,Monday,9,3,2024
2024-09-17,PROD_0021,Product 0021,Food,Food,22,193.56,4258.36,310,0,Tuesday,9,3,2024
2024-09-18,PROD_0021,Product 0021,Food,Food,33,500.84,16527.84,680,0,Wednesday,9,3,2024
2024-09-19,PROD_0021,Product 0021,Food,Food,30,122.77,3683.13,665,0,Thursday,9,3,2024
2024-09-20,PROD_0021,Product 0021,Food,Food,24,302.94,7270.63,21,0,Friday,9,3,2024
2024-09-21,PROD_0021,Product 0021,Food,Food,28,284.29,7960.25,235,0,Saturday,9,3,2024
2024-09-22,PROD_0021,Product 0021,Food,Food,30,155.91,4677.33,799,0,Sunday,9,3,2024
2024-09-23,PROD_0021,Product 0021,Food,Food,19,192.76,3662.35,790,0,Monday,9,3,2024
2024-09-24,PROD_0021,Product 0021,Food,Food,38,398.15,15129.61,276,0,Tuesday,9,3,2024
2024-09-25,PROD_0021,Product 0021,Food,Food,29,67.92,1969.74,531,0,Wednesday,9,3,2024
2024-09-26,PROD_0021,Product 0021,Food,Food,18,276.55,4977.9,47,0,Thursday,9,3,2024
2024-09-27,PROD_0021,Product 0021,Food,Food,24,479.65,11511.58,284,0,Friday,9,3,2024
2024-09-28,PROD_0021,Product 0021,Food,Food,20,272.15,5442.92,465,0,Saturday,9,3,2024
2024-09-29,PROD_0021,Product 0021,Food,Food,34,34.55,1174.84,736,0,Sunday,9,3,2024
2024-09-30,PROD_0021,Product 0021,Food,Food,20,15.67,313.44,264,0,Monday,9,3,2024
2024-10-01,PROD_0021,Product 0021,Food,Food,56,391.59,21929.0,700,0,Tuesday,10,4,2024
2024-10-02,PROD_0021,Product 0021,Food,Food,45,476.97,21463.81,261,0,Wednesday,10,4,2024
2024-10-03,PROD_0021,Product 0021,Food,Food,42,435.73,18300.84,712,0,Thursday,10,4,2024
2024-10-04,PROD_0021,Product 0021,Food,Food,40,284.14,11365.59,577,0,Friday,10,4,2024
2024-10-05,PROD_0021,Product 0021,Food,Food,43,160.84,6916.12,107,0,Saturday,10,4,2024
2024-10-06,PROD_0021,Product 0021,Food,Food,52,63.85,3320.28,715,0,Sunday,10,4,2024
2024-10-07,PROD_0021,Product 0021,Food,Food,24,124.61,2990.56,961,0,Monday,10,4,2024
2024-10-08,PROD_0021,Product 0021,Food,Food,44,226.06,9946.6,423,0,Tuesday,10,4,2024
2024-10-09,PROD_0021,Product 0021,Food,Food,37,385.57,14266.01,918,0,Wednesday,10,4,2024
2024-10-10,PROD_0021,Product 0021,Food,Food,22,317.26,6979.74,550,0,Thursday,10,4,2024
2024-10-11,PROD_0021,Product 0021,Food,Food,32,167.32,5354.33,558,1,Friday,10,4,2024
2024-10-12,PROD_0021,Product 0021,Food,Food,70,405.6,28392.1,244,0,Saturday,10,4,2024
2024-10-13,PROD_0021,Product 0021,Food,Food,45,240.85,10838.07,59,0,Sunday,10,4,2024
2024-10-14,PROD_0021,Product 0021,Food,Food,50,31.83,1591.3,235,0,Monday,10,4,2024
2024-10-15,PROD_0021,Product 0021,Food,Food,23,312.72,7192.62,443,0,Tuesday,10,4,2024
2024-10-16,PROD_0021,Product 0021,Food,Food,42,323.77,13598.34,666,0,Wednesday,10,4,2024
2024-10-17,PROD_0021,Product 0021,Food,Food,31,200.65,6220.16,804,0,Thursday,10,4,2024
2024-10-18,PROD_0021,Product 0021,Food,Food,52,90.59,4710.76,231,0,Friday,10,4,2024
2024-10-19,PROD_0021,Product 0021,Food,Food,38,475.55,18070.78,331,0,Saturday,10,4,2024
2024-10-20,PROD_0021,Product 0021,Food,Food,30,167.47,5024.05,718,0,Sunday,10,4,2024
2024-10-21,PROD_0021,Product 0021,Food,Food,26,343.74,8937.35,336,0,Monday,10,4,2024
2024-10-22,PROD_0021,Product 0021,Food,Food,35,428.2,14987.1,885,0,Tuesday,10,4,2024
2024-10-23,PROD_0021,Product 0021,Food,Food,29,409.57,11877.62,132,1,Wednesday,10,4,2024
2024-10-24,PROD_0021,Product 0021,Food,Food,25,417.83,10445.81,171,0,Thursday,10,4,2024
2024-10-25,PROD_0021,Product 0021,Food,Food,31,483.39,14984.96,173,0,Friday,10,4,2024
2024-10-26,PROD_0021,Product 0021,Food,Food,33,426.08,14060.63,994,0,Saturday,10,4,2024
2024-10-27,PROD_0021,Product 0021,Food,Food,63,252.24,15890.88,2,1,Sunday,10,4,2024
2024-10-28,PROD_0021,Product 0021,Food,Food,29,413.57,11993.64,503,0,Monday,10,4,2024
2024-10-29,PROD_0021,Product 0021,Food,Food,60,215.84,12950.1,612,0,Tuesday,10,4,2024
2024-10-30,PROD_0021,Product 0021,Food,Food,23,429.68,9882.61,24,0,Wednesday,10,4,2024
2024-10-31,PROD_0021,Product 0021,Food,Food,47,94.44,4438.89,379,0,Thursday,10,4,2024
2024-11-01,PROD_0021,Product 0021,Food,Food,82,384.87,31559.68,7,0,Friday,11,4,2024
2024-11-02,PROD_0021,Product 0021,Food,Food,103,468.61,48266.45,175,0,Saturday,11,4,2024
2024-11-03,PROD_0021,Product 0021,Food,Food,59,446.83,26363.16,148,0,Sunday,11,4,2024
2024-11-04,PROD_0021,Product 0021,Food,Food,119,17.89,2128.33,943,0,Monday,11,4,2024
2024-11-05,PROD_0021,Product 0021,Food,Food,90,91.95,8275.57,562,0,Tuesday,11,4,2024
2024-11-06,PROD_0021,Product 0021,Food,Food,71,116.4,8264.68,790,0,Wednesday,11,4,2024
2024-11-07,PROD_0021,Product 0021,Food,Food,85,179.74,15277.79,601,0,Thursday,11,4,2024
2024-11-08,PROD_0021,Product 0021,Food,Food,95,85.85,8155.86,608,0,Friday,11,4,2024
2024-11-09,PROD_0021,Product 0021,Food,Food,70,315.06,22054.01,904,0,Saturday,11,4,2024
2024-11-10,PROD_0021,Product 0021,Food,Food,51,520.82,26562.04,987,1,Sunday,11,4,2024
2024-11-11,PROD_0021,Product 0021,Food,Food,97,481.0,46656.7,90,0,Monday,11,4,2024
2024-11-12,PROD_0021,Product 0021,Food,Food,78,124.44,9706.48,421,0,Tuesday,11,4,2024
2024-11-13,PROD_0021,Product 0021,Food,Food,46,174.93,8046.56,821,0,Wednesday,11,4,2024
2024-11-14,PROD_0021,Product 0021,Food,Food,75,351.02,26326.53,596,0,Thursday,11,4,2024
2024-11-15,PROD_0021,Product 0021,Food,Food,62,371.32,23022.14,29,0,Friday,11,4,2024
2024-11-16,PROD_0021,Product 0021,Food,Food,127,201.3,25565.25,620,1,Saturday,11,4,2024
2024-11-17,PROD_0021,Product 0021,Food,Food,109,502.31,54751.72,549,0,Sunday,11,4,2024
2024-11-18,PROD_0021,Product 0021,Food,Food,48,83.25,3995.97,316,0,Monday,11,4,2024
2024-11-19,PROD_0021,Product 0021,Food,Food,60,399.11,23946.71,346,0,Tuesday,11,4,2024
2023-01-01,PROD_0022,Product 0022,Food,Food,289,214.95,62120.92,700,0,Sunday,1,1,2023
2023-01-02,PROD_0022,Product 0022,Food,Food,199,78.15,15552.58,551,0,Monday,1,1,2023
2023-01-03,PROD_0022,Product 0022,Food,Food,182,232.54,42321.77,984,0,Tuesday,1,1,2023
2023-01-04,PROD_0022,Product 0022,Food,Food,201,74.12,14897.78,929,0,Wednesday,1,1,2023
2023-01-05,PROD_0022,Product 0022,Food,Food,200,422.69,84538.15,853,0,Thursday,1,1,2023
2023-01-06,PROD_0022,Product 0022,Food,Food,179,394.8,70669.6,481,0,Friday,1,1,2023
2023-01-07,PROD_0022,Product 0022,Food,Food,165,30.02,4953.32,718,0,Saturday,1,1,2023
2023-01-08,PROD_0022,Product 0022,Food,Food,95,247.78,23538.66,832,0,Sunday,1,1,2023
2023-01-09,PROD_0022,Product 0022,Food,Food,129,432.44,55784.5,522,0,Monday,1,1,2023
2023-01-10,PROD_0022,Product 0022,Food,Food,188,313.43,58924.99,255,0,Tuesday,1,1,2023
2023-01-11,PROD_0022,Product 0022,Food,Food,157,52.35,8218.23,673,0,Wednesday,1,1,2023
2023-01-12,PROD_0022,Product 0022,Food,Food,198,223.03,44160.73,559,0,Thursday,1,1,2023
2023-01-13,PROD_0022,Product 0022,Food,Food,134,84.37,11305.22,59,0,Friday,1,1,2023
2023-01-14,PROD_0022,Product 0022,Food,Food,286,334.33,95618.44,173,1,Saturday,1,1,2023
2023-01-15,PROD_0022,Product 0022,Food,Food,236,132.03,31159.78,626,0,Sunday,1,1,2023
2023-01-16,PROD_0022,Product 0022,Food,Food,240,219.17,52601.73,783,0,Monday,1,1,2023
2023-01-17,PROD_0022,Product 0022,Food,Food,163,405.35,66071.56,871,0,Tuesday,1,1,2023
2023-01-18,PROD_0022,Product 0022,Food,Food,253,384.2,97201.96,60,1,Wednesday,1,1,2023
2023-01-19,PROD_0022,Product 0022,Food,Food,151,47.51,7173.65,177,0,Thursday,1,1,2023
2023-01-20,PROD_0022,Product 0022,Food,Food,226,433.06,97871.6,102,0,Friday,1,1,2023
2023-01-21,PROD_0022,Product 0022,Food,Food,288,218.24,62854.03,883,0,Saturday,1,1,2023
2023-01-22,PROD_0022,Product 0022,Food,Food,276,432.66,119414.0,259,0,Sunday,1,1,2023
2023-01-23,PROD_0022,Product 0022,Food,Food,205,467.72,95882.07,634,0,Monday,1,1,2023
2023-01-24,PROD_0022,Product 0022,Food,Food,149,222.25,33115.61,538,0,Tuesday,1,1,2023
2023-01-25,PROD_0022,Product 0022,Food,Food,179,81.86,14652.61,229,0,Wednesday,1,1,2023
2023-01-26,PROD_0022,Product 0022,Food,Food,142,461.22,65492.57,111,1,Thursday,1,1,2023
2023-01-27,PROD_0022,Product 0022,Food,Food,189,302.55,57181.99,723,0,Friday,1,1,2023
2023-01-28,PROD_0022,Product 0022,Food,Food,277,294.29,81518.94,177,0,Saturday,1,1,2023
2023-01-29,PROD_0022,Product 0022,Food,Food,211,452.17,95407.53,514,0,Sunday,1,1,2023
2023-01-30,PROD_0022,Product 0022,Food,Food,135,119.07,16074.5,72,1,Monday,1,1,2023
2023-01-31,PROD_0022,Product 0022,Food,Food,201,41.61,8363.53,291,0,Tuesday,1,1,2023
2023-02-01,PROD_0022,Product 0022,Food,Food,234,220.96,51703.72,303,0,Wednesday,2,1,2023
2023-02-02,PROD_0022,Product 0022,Food,Food,212,72.33,15333.65,166,0,Thursday,2,1,2023
2023-02-03,PROD_0022,Product 0022,Food,Food,221,126.13,27873.64,816,0,Friday,2,1,2023
